id,Y1,Y2,id
256,-2.906394,3.3578212,257.0
257,-5.2986193,3.6702197,258.0
258,0.8716785,2.513397,259.0
259,0.9446753,2.3005378,260.0
260,1.0959661,1.3643688,261.0
261,0.06173881,0.8495723,262.0
262,-1.2164915,0.74591094,263.0
263,1.398579,1.1594872,264.0
264,1.0977889,1.0836372,265.0
265,1.4014086,0.614485,266.0
266,0.50197315,-0.124633506,267.0
267,0.61688685,-0.042093348,268.0
268,0.5184953,0.23507743,269.0
269,0.7967192,0.5263803,270.0
270,0.58329374,0.9840892,271.0
271,-0.030669602,0.5060435,272.0
272,-0.31078848,0.65037775,273.0
273,0.96406823,0.80996466,274.0
274,0.702845,0.21340372,275.0
275,-1.0673367,0.17440636,276.0
276,0.40954384,0.0611059,277.0
277,-0.7641149,-0.04117146,278.0
278,0.64013135,-0.345037,279.0
279,0.0870252,-0.4451619,280.0
280,-0.24535464,-0.4340977,281.0
281,1.7429956,-0.11502538,282.0
282,-0.24422543,-0.463079,283.0
283,0.24736463,-0.11382033,284.0
284,-0.2399515,-0.28110152,285.0
285,0.11302998,-0.3910054,286.0
286,-0.6138993,-0.3007661,287.0
287,0.20476821,-0.38112527,288.0
288,-0.07388023,-0.23364432,289.0
289,-0.5758929,0.0730305,290.0
290,-0.557874,0.329241,291.0
291,0.18452387,0.18337275,292.0
292,0.93987495,0.32855424,293.0
293,-0.7355378,0.04807978,294.0
294,0.533545,-0.11534831,295.0
295,0.5800329,-0.13853408,296.0
296,-0.28854954,-0.103879966,297.0
297,0.3337936,0.065789,298.0
298,0.119333856,0.087416805,299.0
299,-0.15633976,-0.19318905,300.0
300,0.14771195,-0.49986038,301.0
301,0.6871465,-0.48356506,302.0
302,-0.844432,-0.18560746,303.0
303,0.36259007,0.07133316,304.0
304,-1.1370906,0.4499734,305.0
305,0.06254883,1.0884625,306.0
306,-0.8018175,0.494856,307.0
307,0.8635526,0.242615,308.0
308,-0.9278818,-0.15961926,309.0
309,0.3658371,-0.44478568,310.0
310,-0.19267018,-0.40450385,311.0
311,0.17461017,-0.020218663,312.0
312,-1.6237295,0.5968842,313.0
313,-2.224364,1.8522617,314.0
314,-2.0385647,3.1078799,315.0
315,0.3968976,1.5488076,316.0
316,1.3573025,1.0045215,317.0
317,2.261509,1.9909389,318.0
318,0.42545727,1.371135,319.0
319,-3.634847,2.3754933,320.0
320,2.4471576,1.4128737,321.0
321,-3.1853142,1.1799549,322.0
322,-2.2858665,2.1085174,323.0
323,1.8898541,1.6373223,324.0
324,1.3909127,1.1769902,325.0
325,1.7985233,1.0381285,326.0
326,0.24777529,0.74266213,327.0
327,0.86990803,0.6458711,328.0
328,0.83600587,0.13388221,329.0
329,-0.9563122,0.0006030733,330.0
330,-0.59123665,-0.05892828,331.0
331,0.7153922,-0.19642453,332.0
332,0.33535826,-0.11702376,333.0
333,1.6493934,-0.0073768413,334.0
334,-0.7796976,-0.33623192,335.0
335,-0.68554276,-0.36069196,336.0
336,0.8448518,-0.12272074,337.0
337,2.4513333,0.62742084,338.0
338,0.19222936,0.50689477,339.0
339,0.748321,0.07530623,340.0
340,-1.0005392,-0.00018797722,341.0
341,1.1955999,0.0028243745,342.0
342,-0.39691418,0.10290363,343.0
343,0.43240824,0.20087285,344.0
344,-0.744005,-0.045135133,345.0
345,1.267954,-0.17908691,346.0
346,1.472696,0.03874141,347.0
347,0.4896191,0.02288882,348.0
348,0.29815623,-0.4031373,349.0
349,0.2921743,-0.5278703,350.0
350,1.3265549,-0.39580947,351.0
351,0.010801168,-0.4252714,352.0
352,0.07979831,-0.48230335,353.0
353,0.33990154,-0.5783188,354.0
354,0.16556616,-0.69477457,355.0
355,-0.66978455,-0.57880753,356.0
356,0.9720989,-0.6731456,357.0
357,0.7786768,-0.30709237,358.0
358,1.4296534,0.3151876,359.0
359,-0.27586302,0.60784453,360.0
360,1.3539528,0.45305842,361.0
361,-0.17491323,-0.115239434,362.0
362,-1.1568637,-0.18477727,363.0
363,0.73741466,-0.32921782,364.0
364,-0.075148106,-0.23530926,365.0
365,-0.6913525,-0.10915183,366.0
366,-1.252703,0.32892117,367.0
367,2.1405907,0.06816325,368.0
368,-0.22508086,-0.18760087,369.0
369,0.28831202,-0.49496326,370.0
370,-0.02124889,-0.45847598,371.0
371,-0.08726161,-0.49154097,372.0
372,0.58630365,-0.48075494,373.0
373,-0.21260674,-0.376102,374.0
374,0.5354946,-0.41511083,375.0
375,-0.2262684,-0.38223755,376.0
376,0.66904646,-0.4513922,377.0
377,-0.15146801,-0.2653112,378.0
378,-0.034160264,-0.51201093,379.0
379,0.7448034,-0.44119805,380.0
380,1.4418243,-0.42851654,381.0
381,1.1956301,-0.28396446,382.0
382,0.34595805,-0.060409285,383.0
383,0.41045398,0.0074171172,384.0
384,0.20660143,-0.4054681,385.0
385,-0.95292324,-0.7127371,386.0
386,-0.29576686,-0.6512984,387.0
387,2.5433936,0.30568042,388.0
388,0.6922033,0.22344486,389.0
389,0.6435925,0.25547838,390.0
390,1.3068318,0.8111076,391.0
391,1.2008157,1.0576215,392.0
392,0.417904,0.49541837,393.0
393,0.64427584,0.09468079,394.0
394,-0.38810557,0.1412199,395.0
395,0.020384492,0.0438933,396.0
396,-0.007014131,0.023930058,397.0
397,1.085612,0.19803138,398.0
398,0.26564705,0.27798787,399.0
399,-3.0956442,2.0952983,400.0
400,-3.1357613,3.8607209,401.0
401,-0.767366,2.5238235,402.0
402,-0.98511356,2.5924053,403.0
403,-1.2603164,1.8178147,404.0
404,-2.2416174,1.5909457,405.0
405,0.950213,0.80677986,406.0
406,3.3207488,0.8426395,407.0
407,-0.43747878,0.5934699,408.0
408,0.11197113,1.0210682,409.0
409,2.4389384,3.453295,410.0
410,1.1823953,1.5599909,411.0
411,0.17632282,1.2370616,412.0
412,-1.5049247,0.76898366,413.0
413,-0.61451846,1.2349155,414.0
414,4.393452,2.339324,415.0
415,-0.8389457,1.492579,416.0
416,-0.6576161,0.9791605,417.0
417,-1.2168833,0.99685794,418.0
418,2.2489057,2.1189425,419.0
419,4.779195,3.855787,420.0
420,-0.8526558,3.2320948,421.0
421,-2.5294147,2.450639,422.0
422,-0.0028031599,1.2743492,423.0
423,2.211203,1.3146803,424.0
424,-1.658349,0.54491866,425.0
425,0.35632697,0.034706786,426.0
426,1.6744494,0.24113226,427.0
427,-1.1670036,0.18046957,428.0
428,1.6564382,0.35652307,429.0
429,2.8687537,1.6432039,430.0
430,1.6912402,1.6188427,431.0
431,-1.6972895,0.8306617,432.0
432,-0.2997789,0.30060974,433.0
433,-0.19262086,-0.00033683982,434.0
434,0.2607902,-0.25743374,435.0
435,1.5746323,-0.107189,436.0
436,-0.06586992,-0.1354319,437.0
437,0.19057587,-0.13087389,438.0
438,-0.6289755,-0.12123553,439.0
439,-0.40398434,-0.19231744,440.0
440,0.029780978,-0.28327787,441.0
441,1.4317429,-0.27642292,442.0
442,0.5463245,-0.40070125,443.0
443,0.54369235,-0.45706093,444.0
444,-0.10837663,-0.44156557,445.0
445,1.0505269,-0.406427,446.0
446,-0.61081064,-0.50013167,447.0
447,0.15191598,-0.7040426,448.0
448,0.30745634,-0.76482105,449.0
449,-0.27927735,-0.59396505,450.0
450,-0.13680637,-0.59710604,451.0
451,-0.95099205,-0.36159396,452.0
452,-0.2753168,-0.39387438,453.0
453,0.48755786,-0.48234683,454.0
454,0.63682765,-0.4874457,455.0
455,-0.45821115,-0.3618084,456.0
456,-0.10637703,-0.33398587,457.0
457,-0.7166231,-0.06196962,458.0
458,1.3813522,-0.15090911,459.0
459,0.8446614,-0.111243084,460.0
460,0.9057074,-0.261923,461.0
461,-0.30006024,-0.4546778,462.0
462,-0.38113657,-0.48086882,463.0
463,-0.29568923,-0.48293218,464.0
464,-0.10438522,-0.44894028,465.0
465,1.2115499,-0.37875286,466.0
466,-0.1903453,-0.42274997,467.0
467,-0.37535813,-0.40816373,468.0
468,-0.2343138,-0.42831668,469.0
469,0.27254584,-0.3670258,470.0
470,-0.015975958,-0.36676773,471.0
471,0.90479285,-0.3170046,472.0
472,0.39940074,-0.3835328,473.0
473,-0.39376146,-0.29345986,474.0
474,-0.16092148,-0.28763023,475.0
475,0.532512,-0.33878776,476.0
476,0.6966379,-0.41688538,477.0
477,-0.28425384,-0.37906417,478.0
478,-0.012339359,-0.5233888,479.0
479,0.32905725,-0.52126354,480.0
480,0.052948922,-0.44443062,481.0
481,-0.7336294,-0.1424383,482.0
482,0.56730884,-0.22078802,483.0
483,0.011706734,-0.18929008,484.0
484,0.94524217,-0.36035863,485.0
485,0.1734209,-0.4145341,486.0
486,0.39763966,-0.35087,487.0
487,0.037064493,-0.53803515,488.0
488,-0.16994727,-0.44806775,489.0
489,0.7133276,-0.34376946,490.0
490,0.2077591,-0.27719173,491.0
491,1.1075832,-0.17782502,492.0
492,0.15482639,-0.22575383,493.0
493,0.35088307,-0.289962,494.0
494,0.43112716,-0.29292288,495.0
495,0.35458526,-0.28180355,496.0
496,-0.22921906,-0.28284538,497.0
497,-0.3962988,-0.34362996,498.0
498,0.23218192,-0.51553535,499.0
499,-0.3815237,-0.30174577,500.0
500,0.57465315,-0.31326398,501.0
501,-0.23999785,-0.27215666,502.0
502,0.08836479,-0.3976125,503.0
503,0.19899671,-0.28570005,504.0
504,-0.0028252061,-0.17030016,505.0
505,-0.86167735,0.35845646,506.0
506,0.5205625,0.24208869,507.0
507,-0.7092439,0.16113144,508.0
508,-0.96134686,0.56419456,509.0
509,-0.6916168,0.18056373,510.0
510,0.33480158,-0.041188344,511.0
511,0.67353916,-0.054771952,512.0
512,0.7600138,-0.15577787,513.0
513,0.43583715,-0.16123404,514.0
514,-0.030935599,-0.35232493,515.0
515,-0.74004173,-0.19717208,516.0
516,-0.1371368,-0.071507275,517.0
517,-0.8696694,0.17673264,518.0
518,1.2109052,-0.016344454,519.0
519,0.79582804,-0.19269352,520.0
520,0.15944329,-0.2978619,521.0
521,0.58584183,-0.39346284,522.0
522,0.015639098,-0.46274936,523.0
523,0.26515898,-0.5679868,524.0
524,0.92998344,-0.52081066,525.0
525,0.28213817,-0.62701,526.0
526,-0.15106937,-0.56851846,527.0
527,1.0169858,-0.44835025,528.0
528,-0.048925556,-0.41155356,529.0
529,0.3515068,-0.4941059,530.0
530,0.45501933,-0.62109536,531.0
531,0.25589103,-0.53497696,532.0
532,-0.0695204,-0.5358103,533.0
533,-0.1972744,-0.5304608,534.0
534,-0.20789617,-0.51682353,535.0
535,0.7225744,-0.5386948,536.0
536,0.5811374,-0.5317899,537.0
537,0.16301605,-0.4078188,538.0
538,0.29018876,-0.29332602,539.0
539,0.501199,-0.39979714,540.0
540,0.47515965,-0.5450344,541.0
541,-0.40643796,-0.47194248,542.0
542,-0.26864696,-0.51043063,543.0
543,0.76491815,-0.44111994,544.0
544,0.1486392,-0.47833204,545.0
545,0.628537,-0.47479564,546.0
546,0.561641,-0.5275294,547.0
547,0.28800333,-0.45042098,548.0
548,0.123652816,-0.44905585,549.0
549,0.7543438,-0.46081933,550.0
550,1.0620793,-0.224649,551.0
551,-0.11904576,-0.33209303,552.0
552,0.5700512,-0.5181873,553.0
553,0.28999007,-0.4625254,554.0
554,-0.06335818,-0.43023542,555.0
555,0.1917741,-0.4380696,556.0
556,0.59335333,-0.32739216,557.0
557,-0.54230005,-0.1872916,558.0
558,-0.08321191,-0.39000088,559.0
559,-0.08561832,-0.46638197,560.0
560,0.095859796,-0.4352009,561.0
561,0.14568026,-0.5725954,562.0
562,-0.095956974,-0.5525353,563.0
563,0.3297253,-0.38099778,564.0
564,-0.1555423,-0.38880295,565.0
565,0.25694296,-0.38632658,566.0
566,0.56903845,-0.5370544,567.0
567,-0.13217063,-0.56420755,568.0
568,0.49327162,-0.46160477,569.0
569,0.32964206,-0.631026,570.0
570,0.50184286,-0.5285709,571.0
571,0.015848191,-0.39485833,572.0
572,0.5123156,-0.46116135,573.0
573,-0.17602196,-0.47522706,574.0
574,0.6392966,-0.57232004,575.0
575,-0.07375209,-0.64224607,576.0
576,0.21382947,-0.6552654,577.0
577,-0.97016954,-0.2632314,578.0
578,-0.55140334,-0.43307444,579.0
579,0.3462228,-0.32969815,580.0
580,-0.22673775,-0.26664835,581.0
581,0.112964235,-0.13091412,582.0
582,-0.08543594,-0.09054088,583.0
583,-0.68568593,-0.15270299,584.0
584,-0.20868717,-0.13210523,585.0
585,1.1263719,-0.1756556,586.0
586,0.5474077,-0.45745596,587.0
587,-0.15511817,-0.5380644,588.0
588,0.8555499,-0.5799508,589.0
589,0.070781805,-0.4870453,590.0
590,-0.046797544,-0.5862144,591.0
591,-0.38208535,-0.38301453,592.0
592,-0.2106033,-0.2071826,593.0
593,0.09775902,-0.29865077,594.0
594,0.6417735,-0.2543104,595.0
595,-0.57886,-0.19053604,596.0
596,0.361439,-0.1703131,597.0
597,0.2956331,-0.11137354,598.0
598,0.41469106,-0.3428763,599.0
599,0.049199305,-0.39343944,600.0
600,0.022164302,-0.35479856,601.0
601,-0.6125562,-0.13727729,602.0
602,-0.38079953,-0.06914077,603.0
603,0.2817934,-0.03140996,604.0
604,-1.424017,0.6091721,605.0
605,-0.87245786,0.6560527,606.0
606,-0.9906344,1.3390331,607.0
607,2.2474248,0.80368567,608.0
608,-1.278521,0.46785206,609.0
609,1.1583782,0.14914003,610.0
610,0.97854555,0.21293886,611.0
611,-0.7645271,0.19316827,612.0
612,-0.61576664,-0.07678722,613.0
613,1.1634787,-0.13040905,614.0
614,-0.15632308,-0.12101529,615.0
615,-0.5120764,-0.025514781,616.0
616,0.20660295,0.056210957,617.0
617,-0.9747018,0.3694827,618.0
618,-0.6022676,1.058231,619.0
619,-0.7625391,1.2344408,620.0
620,-0.50085735,1.5533898,621.0
621,-2.3294315,2.9288144,622.0
622,-1.1297947,2.8901873,623.0
623,-1.645138,3.0450273,624.0
624,-4.1480355,5.240104,625.0
625,-1.6846443,3.845073,626.0
626,-0.38953704,3.70323,627.0
627,0.91802937,2.7388504,628.0
628,0.6601265,1.8023185,629.0
629,0.16825677,0.9594554,630.0
630,0.8111635,0.85823363,631.0
631,-0.63502055,0.9446915,632.0
632,-0.36916414,1.3052884,633.0
633,-1.2462672,4.7849345,634.0
634,-2.647857,2.5883188,635.0
635,2.831529,1.8113459,636.0
636,0.3513575,1.1670865,637.0
637,-0.37189242,0.67642033,638.0
638,-0.8864872,1.2416545,639.0
639,1.7017691,4.9656134,640.0
640,0.22161143,2.8692331,641.0
641,-4.262333,1.582132,642.0
642,-0.850093,3.0220735,643.0
643,-1.5241368,3.9647565,644.0
644,-2.0535066,3.830905,645.0
645,4.9689,3.2567005,646.0
646,0.4224734,2.175174,647.0
647,-3.6082366,2.7505367,648.0
648,2.964374,2.0852559,649.0
649,-1.5775923,1.4545991,650.0
650,1.4222544,1.2491188,651.0
651,3.2730744,2.115424,652.0
652,1.6408883,2.6518035,653.0
653,-2.0325289,1.6216612,654.0
654,1.7189226,1.119453,655.0
655,-0.5825133,0.65378934,656.0
656,-2.0017786,1.0283071,657.0
657,-0.8213162,0.59825605,658.0
658,0.09823855,0.3430757,659.0
659,-1.6834624,0.839424,660.0
660,0.31119835,1.8804384,661.0
661,-6.764099,5.0001407,662.0
662,2.4090624,3.3415303,663.0
663,-0.5719144,2.2312858,664.0
664,0.79294527,1.9167019,665.0
665,-3.1128063,2.0683722,666.0
666,1.033964,1.8864524,667.0
667,0.7488751,1.6794833,668.0
668,0.4727703,1.1715277,669.0
669,-1.1120056,1.0339035,670.0
670,-0.027407845,0.94871694,671.0
671,-0.51504785,1.7040716,672.0
672,-6.382775,6.5108957,673.0
673,-4.473429,8.843017,674.0
674,-1.9403054,10.528181,675.0
675,2.8248441,6.598617,676.0
676,0.64810985,3.5771523,677.0
677,1.255486,2.2178094,678.0
678,-1.7418916,1.7442155,679.0
679,2.1566672,3.0415275,680.0
680,4.842065,4.4093385,681.0
681,2.4586208,4.1962214,682.0
682,-1.3744358,2.606571,683.0
683,-0.90149033,1.4114577,684.0
684,1.1574186,1.159514,685.0
685,2.0466583,1.3240916,686.0
686,-1.6032954,1.6448343,687.0
687,3.760321,2.4017735,688.0
688,1.8094978,2.9199967,689.0
689,0.49182555,2.1000764,690.0
690,-1.9404815,1.4284204,691.0
691,0.95376766,0.9337376,692.0
692,-0.36935493,0.7024309,693.0
693,-2.4670272,1.0103415,694.0
694,0.74410564,0.593336,695.0
695,1.1493393,1.2035135,696.0
696,4.665838,2.9371023,697.0
697,-2.1897454,2.9866116,698.0
698,2.8912,2.9643605,699.0
699,-0.5486431,2.1386476,700.0
700,-1.8469843,2.839982,701.0
701,-2.7954745,6.2485147,702.0
702,7.131378,8.390618,703.0
703,5.4363337,9.714398,704.0
704,-2.393794,11.337246,705.0
705,3.1904838,9.261249,706.0
706,2.9765794,7.1976786,707.0
707,-4.356093,6.678089,708.0
708,0.16259794,6.318067,709.0
709,4.423602,3.8803825,710.0
710,-1.4923258,1.695172,711.0
711,-0.92687166,1.1915578,712.0
712,-0.35302517,1.4047731,713.0
713,-1.9092056,1.4138765,714.0
714,-2.4227443,2.1332483,715.0
715,4.5838227,3.32092,716.0
716,2.4885774,2.4313626,717.0
717,2.4127145,2.2966,718.0
718,0.14997351,2.2305772,719.0
719,-1.4456652,1.4023669,720.0
720,-0.66728586,1.35987,721.0
721,1.6930165,0.939908,722.0
722,-1.7730052,0.7795917,723.0
723,-0.58894944,0.65114415,724.0
724,-0.048457704,0.47346765,725.0
725,0.29009777,0.41376826,726.0
726,-0.21981081,0.3061927,727.0
727,1.1065428,0.19587208,728.0
728,2.4755518,0.79307467,729.0
729,2.216332,0.7632993,730.0
730,-0.80494267,0.49896616,731.0
731,0.19345687,0.1751973,732.0
732,-0.90974474,0.1004633,733.0
733,0.1333887,-0.29680097,734.0
734,1.5342699,0.1553526,735.0
735,1.9256936,0.6567979,736.0
736,1.3604486,0.5633949,737.0
737,0.3021775,0.35580343,738.0
738,-0.25416562,0.54475665,739.0
739,-0.66917753,0.41570973,740.0
740,-0.2311442,0.6465178,741.0
741,-1.7233688,0.9583283,742.0
742,0.06047348,0.44867104,743.0
743,1.9477576,0.5205191,744.0
744,-0.52502674,0.042375088,745.0
745,-0.28178057,-0.15533958,746.0
746,-1.498952,0.09109046,747.0
747,1.2834268,0.343433,748.0
748,3.0794559,1.2945706,749.0
749,3.7188616,2.2955046,750.0
